header1,header2,data length,command,control,Normal Speed,Angle Stepping,Speed Up Time,Speed Up Unit,Speed Down Time,Speed Down Unit,Lift Control (0-3),Special flag,max speed,min speed,Target X,Target Y,Target Angle,Current X,Current Y,Current Angle,PID_P ,PID_I ,PID_D ,PID_Gain,PID Control Time,Volume Melody,PID Activate Error Value,Condition,End command,Target end command,Traffic,Remote CF,Reveres,Delay,PID2_P(Free) ,PID2_I_Low(Free) ,Area Sensor Front,Area Sensor Right,Area Sensor Left,PID2_Gain(Free),maproute
AA,55,57,1,2,600,0,0,0,0,0,1,1,30,30,0,25700,0,,,,3,0,1,1,10,20,0,2,1,22100,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,2,400,0,0,0,0,0,1,1,30,30,0,25700,0,,,,3,0,1,1,10,20,0,2,1,20700,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,4,4,500,1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,2,3,-90000,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,4,4,500,1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,3,-105000,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,1,1,600,0,0,0,0,0,1,0,30,30,19900,0,0,,,,3,0,1,1,10,20,0,2,2,22700,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,400,0,0,0,0,0,1,0,30,30,19900,0,0,,,,3,0,1,1,10,20,0,2,2,19500,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,4,4,400,1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,3,-7000,0,0,0,0,1,0,4,4,4,1,1
AA,55,57,1,2,1023,0,0,0,0,0,1,0,30,30,0,17420,0,,,,3,0,1,1,10,20,0,1,1,45000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,2,600,0,0,0,0,0,1,0,30,30,0,17420,0,,,,3,0,1,1,10,20,0,1,1,50000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,2,400,0,0,0,0,0,1,0,30,30,0,17420,0,,,,3,0,1,1,10,20,0,1,1,52000,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,4,4,500,1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,3,80000,0,0,0,0,1,0,4,4,4,1,1
AA,55,57,1,1,800,0,0,0,0,0,1,1,30,30,52000,0,0,,,,3,0,1,1,10,20,0,1,2,17000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,400,0,0,0,0,0,1,1,30,30,52170,0,0,,,,3,0,1,1,10,20,0,1,2,28000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,1023,0,0,0,0,0,1,1,30,30,52170,0,0,,,,3,0,1,1,10,20,0,1,2,110000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,400,0,0,0,0,0,1,1,30,30,52170,0,0,,,,3,0,1,1,10,20,0,1,2,113500,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,3,4,500,-1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,2,3,19000,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,1,2,500,0,0,0,0,0,1,0,30,30,0,115100,0,,,,3,0,1,1,10,20,0,1,1,66330,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,1,2,350,0,0,0,0,0,1,0,30,30,0,115100,0,,,,3,0,1,1,10,20,0,1,1,68770,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,1,2,200,0,0,0,0,0,1,0,30,30,0,115100,0,,,,3,0,1,1,10,20,0,1,1,70035,0,0,0,0,1,0,3,3,3,1,1
AA,55,57,1,2,0,0,0,0,0,0,1,0,30,30,0,115100,0,,,,3,0,1,1,10,20,0,1,1,69270,0,0,0,1,1,0,3,3,3,1,1
AA,55,57,4,4,500,1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,3,88000,0,0,0,0,1,0,0,0,0,1,1
AA,55,57,2,1,400,0,0,0,0,0,3,0,30,30,67600,0,0,,,,15,0,10,1,10,20,0,2,2,117000,0,0,0,8,1,0,1,0,0,1,1
AA,55,57,2,1,350,0,0,0,0,0,3,0,30,30,69085,0,0,,,,15,0,10,1,10,20,0,2,2,116000,0,0,0,0,1,0,1,0,0,1,1
AA,55,57,2,1,250,0,0,0,0,0,3,0,30,30,69085,0,0,,,,15,0,10,1,10,20,0,2,2,113000,0,0,3,2,1,0,1,0,0,1,1
AA,55,57,2,1,0,0,0,0,0,0,1,0,30,30,69085,0,0,,,,15,0,10,1,10,20,0,2,2,116000,0,0,0,0,1,0,1,0,0,1,1
AA,55,57,1,1,0,0,0,0,0,0,1,1,30,30,68965,0,0,,,,3,0,1,1,10,20,0,2,2,117000,0,0,0,0,1,0,1,0,0,1,1
AA,55,57,1,1,600,0,0,0,0,0,1,1,30,30,68965,0,0,,,,3,0,1,1,10,20,0,1,2,114750,0,0,0,0,1,0,1,0,0,1,1
AA,55,57,1,1,300,0,0,0,0,0,1,1,30,30,68965,0,0,,,,3,0,1,1,10,20,0,1,2,116100,0,0,0,0,1,0,2,1,1,1,1
AA,55,57,1,1,0,0,0,0,0,0,1,1,30,30,68965,0,0,,,,3,0,1,1,10,20,0,1,2,116100,0,0,0,0,1,0,2,1,1,1,2
